"x","y"
43.266891874373,68.7081199139357
98.755938699469,52.8964643133804
80.1732685882598,23.8344484008849
62.2702144319192,35.1405262481421
86.4368427544832,29.0029058465734
28.4228435251862,46.1049634497613
41.2195341195911,81.6315450705588
69.0836617955938,21.2048947112635
74.5048958342522,36.5413493709639
96.6838935622945,35.1042977767065
9.78069948032498,56.1398763442412
79.3742389418185,25.7822652580217
59.0453712502494,17.1433295123279
64.0952988993376,0.0678035197779536
82.494136877358,22.7110442006961
90.9092638874426,81.5530551131815
64.6842268761247,54.7461872687563
64.9498017271981,65.3934658272192
21.3442813372239,0.877226260490716
79.6814138069749,68.2279638480395
75.911512458697,85.4751896578819
26.3875731499866,95.4432001337409
64.8171365726739,1.05496032629162
76.5992338070646,0.833333330228925
10.421567899175,17.4805321265012
20.8849707851186,65.6618537614122
85.0179073400795,70.2432982856408
86.8179022800177,91.8670518323779
42.5094333244488,37.8218579571694
31.5038027940318,89.5725101465359
84.0866749873385,69.9695056304336
30.9616746613756,72.707057883963
80.1672694738954,79.5129408594221
8.65356479771435,26.5594419324771
40.9526374656707,56.5025829477236
69.7547193849459,45.7166217500344
52.3891828022897,41.9775343732908
64.5317072281614,89.8881248664111
49.6262002503499,6.46159844473004
20.7394134020433,20.819051656872
80.2846054080874,12.325252383016
9.79538750834763,51.2665222864598
35.9832989051938,56.6102662822232
27.3651786381379,12.5212410697713
2.58953787852079,9.39754846040159
84.6540889935568,57.1966283023357
53.0646319501102,3.87241351418197
6.17624244187027,95.5827162368223
92.4816056154668,67.7810126217082
32.5893944595009,28.0638253549114
25.4824082832783,0.428600492887199
31.4900431782007,10.9380557667464
70.8956009009853,42.9449220187962
84.7056746017188,66.1297286860645
23.6330712912604,87.5644380692393
93.8963755499572,55.3307356545702
35.6916967313737,47.2310464596376
65.9702838631347,42.5901512848213
65.7330716960132,8.75241796020418
83.5396931506693,83.3527288632467
10.8193851541728,1.17057834286243
44.0937761915848,21.2826863164082
26.9232922699302,44.5031921844929
12.8082690294832,72.1416683867574
70.4183138208464,5.66223901696503
46.7039958573878,6.93357805721462
76.7864036606625,65.6021714909002
32.7746070921421,95.1347281457856
2.73173213936388,4.71598173025995
60.3927964810282,22.5541091058403
96.8836106359959,2.13899542577565
51.0980351362377,78.5987641429529
57.0708070648834,78.71811860241
67.0347998151556,89.057159377262
41.547588724643,7.52071209717542
0.875020609237254,77.3621001746505
2.86041367799044,89.1719356644899
93.1476107100025,75.0246398383752
18.0265686009079,92.4791099037975
90.940208453685,29.5675665838644
84.3961408128962,23.602679790929
79.3295899638906,77.4848212953657
10.4722712188959,48.5624548979104
87.4784527812153,12.2936428757384
91.273330617696,82.506826845929
56.0239497805014,96.1830002721399
72.8209017543122,19.2411950556561
86.0500159906223,34.4386465614662
16.9729759218171,14.2091284738854
86.4434385905042,35.1556445704773
39.3232674105093,97.6220514858142
7.15678283013403,14.5113666076213
45.2128343051299,29.7829148825258
6.40950596425682,66.7431118898094
35.6349111068994,19.0091020660475
40.939657879062,56.2419935595244
30.3016730584204,4.87961252219975
34.2429255135357,55.8664153562859
4.78167156688869,54.33100592345
58.0096118850634,0.588660384528339
